customer_id,customer_name,city,acquisition_channel,last_order_date,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
CUST-3680,Nadia Hidayat,Jakarta,Organic Social,2025-08-28,126,15,2645750,2,5,5,255,Loyal
CUST-3681,Farah Prakoso,Denpasar,Referral,2025-12-15,17,2,374100,5,2,1,521,Potential Loyalist
CUST-3682,Laras Pratama,Jakarta,Instagram Ads,2025-12-28,4,9,2432500,5,5,4,554,Champions
CUST-3683,Joko Setiawan,Malang,TikTok Ads,2025-11-05,57,5,1451000,3,4,3,343,Loyal
CUST-3684,Dewi Rahayu,Denpasar,TikTok Ads,2025-03-01,306,2,612500,1,2,2,122,Lost
CUST-3685,Tono Lestari,Jakarta,Marketplace,2025-06-27,188,3,351800,2,3,1,231,At-Risk
CUST-3686,Jasmine Firmansyah,Bandung,Instagram Ads,2025-12-31,1,5,1674100,5,4,4,544,Champions
CUST-3687,Umar Gunawan,Jakarta,Organic Social,2025-09-20,103,15,3796350,3,5,5,355,Loyal
CUST-3688,Zahra Maulana,Bandung,Instagram Ads,2024-06-23,557,2,775800,1,2,2,122,Lost
CUST-3689,Rangga Wibowo,Jakarta,Instagram Ads,2024-03-28,644,1,163200,1,1,1,111,Lost
CUST-3690,Citra Sukmawati,Bogor,Referral,2025-11-10,52,5,1130000,3,4,3,343,Loyal
CUST-3691,Lukman Darmawan,Malang,TikTok Ads,2025-11-14,48,16,4448050,4,5,5,455,Champions
CUST-3692,Ayu Kusuma,Semarang,Instagram Ads,2025-12-30,2,9,1805650,5,5,4,554,Champions
CUST-3693,Erik Maulana,Makassar,Instagram Ads,2025-10-23,70,1,210600,3,1,1,311,Needs Attention
CUST-3694,Eka Maulana,Depok,Referral,2025-12-24,8,4,1578050,5,3,4,534,Potential Loyalist
CUST-3695,Omar Prakoso,Pekanbaru,Google Search,2025-08-20,134,3,917000,2,3,3,233,At-Risk
CUST-3696,Doni Utami,Jakarta,Referral,2025-08-24,130,5,2314400,2,4,4,244,Loyal
CUST-3697,Oki Prakoso,Jakarta,Organic Social,2025-11-09,53,5,1031000,3,4,3,343,Loyal
CUST-3698,Farah Kurniawan,Bandar Lampung,Instagram Ads,2025-11-20,42,2,336500,4,2,1,421,Potential Loyalist
CUST-3699,Putri Wibowo,Bandung,Instagram Ads,2025-08-23,131,11,4468500,2,5,5,255,Loyal
CUST-3700,Gita Utami,Jakarta,Instagram Ads,2025-11-13,49,8,1430600,4,4,3,443,Champions
CUST-3701,Omar Santoso,Yogyakarta,Instagram Ads,2025-02-20,315,2,372800,1,2,1,121,Lost
CUST-3702,Irfan Santoso,Bandung,TikTok Ads,2025-04-15,261,1,250000,1,1,1,111,Lost
CUST-3703,Jasmine Yulianti,Tangerang,Instagram Ads,2025-04-21,255,2,560000,1,2,2,122,Lost
CUST-3704,Hana Ramadhan,Jakarta,Google Search,2025-11-13,49,5,2116600,4,4,4,444,Champions
CUST-3705,Taufik Kurniawan,Bandung,TikTok Ads,2025-10-30,63,2,1668000,3,2,4,324,Needs Attention
CUST-3706,Kartika Rahayu,Jakarta,Instagram Ads,2025-05-08,238,1,137750,1,1,1,111,Lost
CUST-3707,Oki Prakoso,Surabaya,Google Search,2025-04-28,248,3,303550,1,3,1,131,At-Risk
CUST-3708,Beni Lestari,Jakarta,TikTok Ads,2025-12-26,6,20,6114700,5,5,5,555,Champions
CUST-3709,Yuni Halim,Denpasar,Google Search,2025-07-31,154,7,1680350,2,4,4,244,Loyal
CUST-3710,Farah Hartono,Denpasar,Referral,2025-11-01,61,3,1857700,3,3,4,334,Needs Attention
CUST-3711,Sari Lestari,Bogor,Instagram Ads,2024-03-30,642,1,220000,1,1,1,111,Lost
CUST-3712,Yoga Yulianti,Depok,TikTok Ads,2025-12-14,18,6,2415900,5,4,4,544,Champions
CUST-3713,Umar Firmansyah,Semarang,TikTok Ads,2025-12-14,18,6,1951000,5,4,4,544,Champions
CUST-3714,Dewi Utami,Jakarta,Google Search,2025-07-06,179,10,3192000,2,5,5,255,Loyal
CUST-3715,Sari Maulana,Jakarta,Referral,2025-09-26,97,6,748300,3,4,2,342,Loyal
CUST-3716,Wulan Halim,Yogyakarta,Instagram Ads,2025-12-31,1,3,498750,5,3,2,532,Potential Loyalist
CUST-3717,Erik Setiawan,Surabaya,Google Search,2025-11-11,51,18,5104650,3,5,5,355,Loyal
CUST-3718,Putri Utami,Surabaya,Instagram Ads,2025-11-03,59,4,1473500,3,3,3,333,Needs Attention
CUST-3719,Putri Setiawan,Jakarta,Google Search,2025-10-13,80,2,203000,3,2,1,321,Needs Attention
CUST-3720,Maya Ramadhan,Jakarta,Referral,2025-05-10,236,2,723000,1,2,2,122,Lost
CUST-3721,Bayu Utami,Malang,TikTok Ads,2025-10-19,74,7,2078250,3,4,4,344,Loyal
CUST-3722,Reza Cahyani,Jakarta,TikTok Ads,2025-10-20,73,7,2029400,3,4,4,344,Loyal
CUST-3723,Mega Cahyani,Bandung,TikTok Ads,2025-10-10,83,7,2331750,3,4,4,344,Loyal
CUST-3724,Indra Santoso,Yogyakarta,Instagram Ads,2025-03-28,279,1,192000,1,1,1,111,Lost
CUST-3725,Citra Utami,Tangerang,Instagram Ads,2024-09-28,460,2,370900,1,2,1,121,Lost
CUST-3726,Nadia Lestari,Surabaya,Instagram Ads,2025-05-20,226,2,639000,2,2,2,222,Lost
CUST-3727,Hilda Darmawan,Jakarta,Google Search,2025-01-14,352,5,1503000,1,4,4,144,Loyal
CUST-3728,Kevin Gunawan,Jakarta,TikTok Ads,2025-01-20,346,3,602700,1,3,2,132,At-Risk
CUST-3729,Nadia Kusuma,Yogyakarta,TikTok Ads,2025-10-14,79,8,2368500,3,4,4,344,Loyal
CUST-3730,Hana Cahyani,Yogyakarta,Referral,2025-12-22,10,7,2156200,5,4,4,544,Champions
CUST-3731,Yuni Wibowo,Yogyakarta,Instagram Ads,2025-12-19,13,1,237600,5,1,1,511,Potential Loyalist
CUST-3732,Bagus Gunawan,bekasi,TikTok Ads,2024-11-25,402,1,314100,1,1,1,111,Lost
CUST-3733,Tono Prakoso,jakarta,Marketplace,2025-11-23,39,4,1070500,4,3,3,433,Potential Loyalist
CUST-3734,Zahra Permana,Jakarta,Google Search,2025-11-29,33,19,6304050,4,5,5,455,Champions
CUST-3735,Lukman Suryadi,Balikpapan,TikTok Ads,2025-12-17,15,19,5222600,5,5,5,555,Champions
CUST-3736,Cahya Anggraini,Tangerang,TikTok Ads,2024-08-29,490,2,237750,1,2,1,121,Lost
CUST-3737,Lukman Permana,Jakarta,TikTok Ads,2024-06-11,569,2,598650,1,2,2,122,Lost
CUST-3738,Hilda Kurniawan,Jakarta,TikTok Ads,2025-12-23,9,3,726700,5,3,2,532,Potential Loyalist
CUST-3739,Laras Wibowo,Yogyakarta,Google Search,2025-11-06,56,5,1099000,3,4,3,343,Loyal
CUST-3740,Oki Pratama,Palembang,Instagram Ads,2025-04-13,263,2,1212000,1,2,3,123,Lost
CUST-3741,Wulan Utami,Semarang,Referral,2025-12-14,18,1,25000,5,1,1,511,Potential Loyalist
CUST-3742,Joko Darmawan,Jakarta,Marketplace,2025-11-23,39,7,2342000,4,4,4,444,Champions
CUST-3743,Dewi Wibowo,Solo,TikTok Ads,2025-10-24,69,5,1594000,3,4,4,344,Loyal
CUST-3744,Yoga Kurniawan,Jakarta,Referral,2024-11-29,398,1,118000,1,1,1,111,Lost
CUST-3745,Kartika Hidayat,Medan,TikTok Ads,,,0,0,,,,,Never Purchased
CUST-3746,Mega Darmawan,Semarang,Marketplace,2024-11-07,420,2,355750,1,2,1,121,Lost
CUST-3747,Doni Rahayu,Surabaya,Google Search,2025-02-19,316,3,581050,1,3,2,132,At-Risk
CUST-3748,Irfan Permana,depok,Google Search,2025-10-26,67,3,556500,3,3,2,332,Needs Attention
CUST-3749,Hana Nugroho,Yogyakarta,Instagram Ads,,,0,0,,,,,Never Purchased
CUST-3750,Gita Setiawan,Bogor,Google Search,2025-10-16,77,4,1007000,3,3,3,333,Needs Attention
CUST-3751,Cahya Ramadhan,Denpasar,Organic Social,2025-04-22,254,1,550000,1,1,2,112,Lost
CUST-3752,Bayu Saputra,Malang,Organic Social,2024-11-20,407,1,220000,1,1,1,111,Lost
CUST-3753,Doni Prakoso,jakarta,Instagram Ads,2025-05-03,243,6,3398000,1,4,5,145,Loyal
CUST-3754,Bayu Saputra,Malang,TikTok Ads,2025-11-08,54,3,594200,3,3,2,332,Needs Attention
CUST-3755,Ivan Handoko,Semarang,Referral,2025-12-26,6,16,4126000,5,5,5,555,Champions
CUST-3756,Kartika Cahyani,Medan,Instagram Ads,2025-12-06,26,4,576450,4,3,2,432,Potential Loyalist
CUST-3757,Yuni Saputra,Bekasi,Organic Social,2025-08-24,130,11,2954600,2,5,5,255,Loyal
CUST-3758,Maya Maulana,Tangerang,Marketplace,2025-06-27,188,16,3755700,2,5,5,255,Loyal
CUST-3759,Wawan Hidayat,depok,Google Search,2025-12-21,11,7,2317400,5,4,4,544,Champions
CUST-3760,Putri Suryadi,Bekasi,Referral,2025-12-26,6,9,2862750,5,5,5,555,Champions
CUST-3761,Oki Lestari,Medan,Referral,2025-12-10,22,3,505250,4,3,2,432,Potential Loyalist
CUST-3762,Erik Nugroho,Palembang,Instagram Ads,2025-07-11,174,3,752500,2,3,2,232,At-Risk
CUST-3763,Vina Darmawan,Bogor,Marketplace,2025-03-17,290,2,1889000,1,2,4,124,Lost
CUST-3764,Ulfa Sukmawati,Bandung,Instagram Ads,2025-12-01,31,6,2053600,4,4,4,444,Champions
CUST-3765,Erik Hidayat,Semarang,Organic Social,2025-11-28,34,22,6350550,4,5,5,455,Champions
CUST-3766,Lukman Cahyani,Malang,Instagram Ads,2025-11-13,49,9,2106100,4,5,4,454,Champions
CUST-3767,Nadia Hidayat,Depok,TikTok Ads,,,0,0,,,,,Never Purchased
CUST-3768,Oki Nugroho,Jakarta,TikTok Ads,2025-02-06,329,1,195000,1,1,1,111,Lost
CUST-3769,Cahya Suryadi,Jakarta,Google Search,2025-11-25,37,19,5982050,4,5,5,455,Champions
CUST-3770,Mega Maulana,Semarang,Referral,2024-10-07,451,1,125000,1,1,1,111,Lost
CUST-3771,Jasmine Sukmawati,Bandung,Instagram Ads,2025-12-16,16,9,1127600,5,5,3,553,Champions
CUST-3772,Anwar Marliana,Solo,Instagram Ads,2025-03-23,284,2,235300,1,2,1,121,Lost
CUST-3773,Hilda Saputra,Denpasar,Instagram Ads,2025-01-11,355,2,369750,1,2,1,121,Lost
CUST-3774,Ulfa Halim,Makassar,Instagram Ads,2025-04-10,266,1,295000,1,1,1,111,Lost
CUST-3775,Umar Halim,Denpasar,Google Search,2025-12-18,14,17,4987450,5,5,5,555,Champions
CUST-3776,Beni Prakoso,Denpasar,Referral,2025-02-25,310,2,134000,1,2,1,121,Lost
CUST-3777,Putri Maulana,Depok,TikTok Ads,2024-12-03,394,2,698100,1,2,2,122,Lost
CUST-3778,Umar Permana,Palembang,Instagram Ads,2025-07-13,172,8,1637500,2,4,4,244,Loyal
CUST-3779,Sinta Pratama,Bandung,Instagram Ads,2025-08-20,134,1,267000,2,1,1,211,Lost
CUST-3780,Bayu Gunawan,Bandung,Referral,2025-12-31,1,5,1255100,5,4,3,543,Champions
CUST-3781,Eka Lestari,Pekanbaru,TikTok Ads,2025-10-18,75,4,589100,3,3,2,332,Needs Attention
CUST-3782,Maya Hartono,Bandung,TikTok Ads,2025-12-31,1,5,1085250,5,4,3,543,Champions
CUST-3783,Prita Halim,Tangerang,TikTok Ads,2024-10-17,441,3,1405000,1,3,3,133,At-Risk
CUST-3784,Jasmine Prakoso,Bandung,Instagram Ads,2025-10-02,91,2,217250,3,2,1,321,Needs Attention
CUST-3785,Vina Hartono,Malang,Instagram Ads,2025-11-02,60,2,1012500,3,2,3,323,Needs Attention
CUST-3786,Rizky Cahyani,bekasi,TikTok Ads,2025-05-14,232,2,405000,1,2,2,122,Lost
CUST-3787,Yuni Utami,Medan,Instagram Ads,2025-06-08,207,1,357000,2,1,1,211,Lost
CUST-3788,Dinda Setiawan,Surabaya,Organic Social,2025-12-13,19,2,353500,5,2,1,521,Potential Loyalist
CUST-3789,Beni Permana,Jakarta,Instagram Ads,2024-05-19,592,1,250000,1,1,1,111,Lost
CUST-3790,Lukman Rahayu,denpasar,Referral,2025-08-13,141,2,333000,2,2,1,221,Lost
CUST-3791,Jihan Hartono,Bandung,Instagram Ads,2025-08-28,126,10,2727300,2,5,5,255,Loyal
CUST-3792,Yoga Rahayu,Jakarta,TikTok Ads,2025-11-07,55,10,2040000,3,5,4,354,Loyal
CUST-3793,Cahya Gunawan,Palembang,Organic Social,2025-06-15,200,4,1978750,2,3,4,234,At-Risk
CUST-3794,Omar Halim,Jakarta,Google Search,2025-11-25,37,2,251000,4,2,1,421,Potential Loyalist
CUST-3795,Bagus Purnama,Bandung,Organic Social,2025-12-31,1,9,2651900,5,5,5,555,Champions
CUST-3796,Zaki Hartono,Jakarta,Instagram Ads,2025-12-03,29,7,2883550,4,4,5,445,Champions
CUST-3797,Citra Yulianti,Solo,Marketplace,2025-10-01,92,2,684000,3,2,2,322,Needs Attention
CUST-3798,Gita Prakoso,Malang,Organic Social,2025-08-15,139,4,943000,2,3,3,233,At-Risk
CUST-3799,Ivan Saputra,Surabaya,Instagram Ads,2025-12-09,23,5,1967300,4,4,4,444,Champions
CUST-3800,Endah Saputra,Bekasi,Marketplace,2025-12-11,21,3,663900,4,3,2,432,Potential Loyalist
CUST-3801,Citra Anggraini,Solo,Google Search,2025-11-30,32,15,4779450,4,5,5,455,Champions
CUST-3802,Endah Cahyani,Makassar,Organic Social,2025-10-22,71,9,4562800,3,5,5,355,Loyal
CUST-3803,Omar Anggraini,Makassar,Marketplace,2025-11-12,50,9,1843500,4,5,4,454,Champions
CUST-3804,Vero Kurniawan,Jakarta,Marketplace,2025-12-31,1,7,1525250,5,4,4,544,Champions
CUST-3805,Wulan Lestari,Jakarta,Instagram Ads,2025-10-16,77,3,571000,3,3,2,332,Needs Attention
CUST-3806,Taufik Nugroho,Bandung,TikTok Ads,2025-12-14,18,12,3602500,5,5,5,555,Champions
CUST-3807,Nanda Permana,Denpasar,Referral,2025-12-04,28,10,2949200,4,5,5,455,Champions
CUST-3808,Laras Rahayu,Balikpapan,TikTok Ads,2025-12-09,23,11,2206000,4,5,4,454,Champions
CUST-3809,Beni Maulana,Malang,TikTok Ads,2025-10-26,67,8,1603300,3,4,4,344,Loyal
CUST-3810,Dinda Cahyani,Tangerang,Referral,2025-01-21,345,2,150000,1,2,1,121,Lost
CUST-3811,Erik Cahyani,Bandung,TikTok Ads,2025-02-24,311,1,315000,1,1,1,111,Lost
CUST-3812,Cindy Handoko,Jakarta,Instagram Ads,2025-04-05,271,2,277000,1,2,1,121,Lost
CUST-3813,Citra Sukmawati,Jakarta,Instagram Ads,2025-07-26,159,8,1680150,2,4,4,244,Loyal
CUST-3814,Bayu Darmawan,Surabaya,Referral,2025-03-06,301,1,89000,1,1,1,111,Lost
CUST-3815,Guntur Setiawan,Semarang,Organic Social,2025-11-17,45,10,3248000,4,5,5,455,Champions
CUST-3816,Wulan Prakoso,Denpasar,Instagram Ads,2025-10-27,66,2,474000,3,2,2,322,Needs Attention
CUST-3817,Wawan Santoso,Bekasi,Marketplace,2025-12-26,6,4,456700,5,3,2,532,Potential Loyalist
CUST-3818,Hesti Handoko,Makassar,TikTok Ads,2025-03-13,294,3,949000,1,3,3,133,At-Risk
CUST-3819,Faisal Wijaya,palembang,Organic Social,2025-09-02,121,3,847400,2,3,3,233,At-Risk
CUST-3820,Nanda Hidayat,Surabaya,TikTok Ads,2025-12-27,5,10,4672500,5,5,5,555,Champions
CUST-3821,Yoga Sukmawati,Bandung,Referral,2025-09-07,116,6,2132500,2,4,4,244,Loyal
CUST-3822,Zaki Anggraini,jakarta,Referral,2025-08-08,146,1,345000,2,1,1,211,Lost
CUST-3823,Hilda Anggraini,Jakarta,TikTok Ads,2025-11-23,39,9,3723200,4,5,5,455,Champions
CUST-3824,Bayu Marliana,Malang,Instagram Ads,2025-11-02,60,1,145000,3,1,1,311,Needs Attention
CUST-3825,Hesti Hartono,Bandung,Marketplace,2025-11-04,58,6,1476000,3,4,3,343,Loyal
CUST-3826,Anwar Handoko,Semarang,TikTok Ads,2025-11-01,61,11,2305200,3,5,4,354,Loyal
CUST-3827,Vero Lestari,Bandung,Instagram Ads,2025-05-09,237,5,1794050,1,4,4,144,Loyal
CUST-3828,Hilda Prakoso,Bandung,Organic Social,2025-12-03,29,6,1059500,4,4,3,443,Champions
CUST-3829,Faisal Permana,Balikpapan,Instagram Ads,2025-03-03,304,2,196400,1,2,1,121,Lost
CUST-3830,Yuni Santoso,Malang,TikTok Ads,2025-12-06,26,5,1364800,4,4,3,443,Champions
CUST-3831,Faisal Darmawan,Surabaya,Instagram Ads,2024-04-07,634,1,259000,1,1,1,111,Lost
CUST-3832,Reza Cahyani,Bekasi,Instagram Ads,2025-12-31,1,8,2754650,5,4,5,545,Champions
CUST-3833,Wulan Rahayu,Bogor,Instagram Ads,2025-09-20,103,2,143500,3,2,1,321,Needs Attention
CUST-3834,Cahya Lestari,Bekasi,Google Search,2025-10-17,76,11,3068950,3,5,5,355,Loyal
CUST-3835,Guntur Ramadhan,Surabaya,Instagram Ads,2025-12-24,8,9,3791500,5,5,5,555,Champions
CUST-3836,Guntur Wijaya,Surabaya,Instagram Ads,2025-06-08,207,6,805500,2,4,2,242,Loyal
CUST-3837,Putri Prakoso,Jakarta,TikTok Ads,2025-12-11,21,2,273500,4,2,1,421,Potential Loyalist
CUST-3838,Ulfa Darmawan,Solo,Google Search,2025-04-06,270,2,769000,1,2,2,122,Lost
CUST-3839,Gita Ramadhan,Medan,Organic Social,2025-11-17,45,1,243000,4,1,1,411,Potential Loyalist
CUST-3840,Eka Permana,Yogyakarta,Referral,2025-09-27,96,4,1127000,3,3,3,333,Needs Attention
CUST-3841,Reza Maulana,Yogyakarta,TikTok Ads,2025-10-28,65,9,2299000,3,5,4,354,Loyal
CUST-3842,Ayu Ramadhan,Denpasar,Google Search,2025-02-12,323,5,993000,1,4,3,143,Loyal
CUST-3843,Bagus Sukmawati,bekasi,TikTok Ads,2025-10-06,87,8,1402250,3,4,3,343,Loyal
CUST-3844,Bagus Rahayu,Jakarta,Google Search,2025-04-05,271,2,260000,1,2,1,121,Lost
CUST-3845,Wulan Kusuma,Jakarta,Google Search,2024-11-16,411,2,483500,1,2,2,122,Lost
CUST-3846,Erik Suryadi,Jakarta,Referral,2025-10-11,82,4,1119900,3,3,3,333,Needs Attention
CUST-3847,Dewi Gunawan,Makassar,Instagram Ads,2025-09-10,113,1,99000,2,1,1,211,Lost
CUST-3848,Umar Anggraini,Malang,Organic Social,2025-12-31,1,4,1747500,5,3,4,534,Potential Loyalist
CUST-3849,Wawan Kusuma,Jakarta,Instagram Ads,2025-12-29,3,6,1214100,5,4,3,543,Champions
CUST-3850,Nadia Hidayat,Bandung,Instagram Ads,2024-06-13,567,2,962600,1,2,3,123,Lost
CUST-3851,Faisal Firmansyah,Jakarta,Instagram Ads,2025-11-27,35,7,1340750,4,4,3,443,Champions
CUST-3852,Zahra Handoko,Surabaya,TikTok Ads,2025-12-10,22,7,1365500,4,4,3,443,Champions
CUST-3853,Nanda Kurniawan,Bandung,TikTok Ads,,,0,0,,,,,Never Purchased
CUST-3854,Maya Hidayat,Semarang,Marketplace,2025-11-13,49,4,1602800,4,3,4,434,Potential Loyalist
CUST-3855,Omar Kurniawan,Balikpapan,TikTok Ads,2025-07-21,164,4,1106900,2,3,3,233,At-Risk
CUST-3856,Vina Lestari,Semarang,Organic Social,2025-11-05,57,5,1006200,3,4,3,343,Loyal
CUST-3857,Hilda Ramadhan,Depok,Organic Social,2025-11-12,50,5,1089300,4,4,3,443,Champions
CUST-3858,Wawan Gunawan,Jakarta,Organic Social,2025-10-06,87,11,5515400,3,5,5,355,Loyal
CUST-3859,Lukman Saputra,Bogor,TikTok Ads,2025-12-18,14,9,3531700,5,5,5,555,Champions
CUST-3860,Laras Santoso,pekanbaru,TikTok Ads,2025-10-29,64,3,1058550,3,3,3,333,Needs Attention
CUST-3861,Eka Prakoso,Tangerang,Instagram Ads,2025-11-24,38,9,1476500,4,5,4,454,Champions
CUST-3862,Lukman Permana,Surabaya,Marketplace,2025-12-30,2,8,1641350,5,4,4,544,Champions
CUST-3863,Zahra Handoko,jakarta,Instagram Ads,2025-12-07,25,11,1925800,4,5,4,454,Champions
CUST-3864,Faisal Marliana,Medan,Instagram Ads,2025-05-08,238,1,234000,1,1,1,111,Lost
CUST-3865,Putri Santoso,jakarta,TikTok Ads,2024-08-17,502,1,165000,1,1,1,111,Lost
CUST-3866,Vina Utami,Makassar,Instagram Ads,2025-06-12,203,12,4752850,2,5,5,255,Loyal
CUST-3867,Fajar Ramadhan,Jakarta,Referral,2025-12-07,25,4,1107250,4,3,3,433,Potential Loyalist
CUST-3868,Anwar Lestari,Palembang,TikTok Ads,2025-09-09,114,4,1307500,2,3,3,233,At-Risk
CUST-3869,Hilda Permana,Surabaya,Instagram Ads,2025-11-27,35,4,1024200,4,3,3,433,Potential Loyalist
CUST-3870,Omar Handoko,Semarang,Marketplace,2025-04-16,260,1,50000,1,1,1,111,Lost
CUST-3871,Kevin Hartono,Bandung,Marketplace,2025-10-25,68,7,2373700,3,4,4,344,Loyal
CUST-3872,Yoga Wibowo,Depok,Marketplace,2025-12-01,31,16,3729600,4,5,5,455,Champions
CUST-3873,Farah Cahyani,Surabaya,Referral,2025-12-23,9,12,3089150,5,5,5,555,Champions
CUST-3874,Hana Wibowo,Makassar,TikTok Ads,2025-11-10,52,8,2066000,3,4,4,344,Loyal
CUST-3875,Prita Yulianti,Surabaya,TikTok Ads,2025-12-08,24,9,2227750,4,5,4,454,Champions
CUST-3876,Omar Purnama,Bandar Lampung,Organic Social,2025-07-18,167,4,1385000,2,3,3,233,At-Risk
CUST-3877,Laras Yulianti,Balikpapan,Marketplace,2025-05-12,234,2,753000,1,2,2,122,Lost
CUST-3878,Sinta Yulianti,Jakarta,Google Search,2025-12-08,24,1,855000,4,1,3,413,Potential Loyalist
CUST-3879,Prita Anggraini,Bandar Lampung,Instagram Ads,2024-07-08,542,1,322050,1,1,1,111,Lost
CUST-3880,Jasmine Handoko,Jakarta,Instagram Ads,2025-10-14,79,8,2144800,3,4,4,344,Loyal
CUST-3881,Krisna Anggraini,Bandung,Marketplace,2025-12-10,22,7,906000,4,4,3,443,Champions
CUST-3882,Vero Yulianti,Jakarta,Instagram Ads,2025-08-25,129,1,110000,2,1,1,211,Lost
CUST-3883,Vero Kurniawan,Unknown,Instagram Ads,2025-12-31,1,7,1277050,5,4,3,543,Champions
CUST-3884,Tono Setiawan,Makassar,Instagram Ads,2025-12-31,1,4,1019250,5,3,3,533,Potential Loyalist
CUST-3885,Farah Permana,Depok,Organic Social,2025-10-06,87,5,1506500,3,4,4,344,Loyal
CUST-3886,Cindy Cahyani,bandung,Google Search,2025-11-28,34,8,1536200,4,4,4,444,Champions
CUST-3887,Wawan Maulana,Bandung,TikTok Ads,2025-08-09,145,4,1617500,2,3,4,234,At-Risk
CUST-3888,Erik Gunawan,Denpasar,TikTok Ads,2025-12-22,10,3,1230800,5,3,3,533,Potential Loyalist
CUST-3889,Hesti Anggraini,Jakarta,Referral,2025-08-14,140,4,1107450,2,3,3,233,At-Risk
CUST-3890,Putri Santoso,Surabaya,Instagram Ads,2025-12-12,20,9,3765250,4,5,5,455,Champions
CUST-3891,Indra Prakoso,Denpasar,Google Search,2025-09-07,116,17,3562250,2,5,5,255,Loyal
CUST-3892,Adit Kurniawan,Malang,Instagram Ads,2025-04-25,251,5,1637000,1,4,4,144,Loyal
CUST-3893,Fajar Darmawan,Bogor,Google Search,2025-11-21,41,16,3828300,4,5,5,455,Champions
CUST-3894,Wulan Sukmawati,Jakarta,Instagram Ads,2025-08-12,142,2,391200,2,2,2,222,Lost
CUST-3895,Vero Purnama,Solo,Instagram Ads,2025-09-30,93,2,375000,3,2,1,321,Needs Attention
CUST-3896,Dewi Gunawan,Jakarta,Instagram Ads,2025-11-01,61,2,482800,3,2,2,322,Needs Attention
CUST-3897,Yoga Maulana,Surabaya,TikTok Ads,2025-12-28,4,14,2538250,5,5,4,554,Champions
CUST-3898,Wulan Wibowo,Makassar,TikTok Ads,2025-12-01,31,2,918000,4,2,3,423,Potential Loyalist
CUST-3899,Dinda Firmansyah,Depok,TikTok Ads,2025-08-28,126,5,1404000,2,4,3,243,Loyal
CUST-3900,Irfan Kusuma,Bekasi,TikTok Ads,2024-11-01,426,2,318100,1,2,1,121,Lost
CUST-3901,Kartika Cahyani,Denpasar,TikTok Ads,2025-09-26,97,2,754000,3,2,2,322,Needs Attention
CUST-3902,Nanda Wijaya,Jakarta,TikTok Ads,2025-04-28,248,2,859000,1,2,3,123,Lost
CUST-3903,Erik Maulana,Semarang,TikTok Ads,2024-12-30,367,1,20000,1,1,1,111,Lost
CUST-3904,Sari Lestari,Surabaya,Organic Social,2025-12-27,5,11,3416300,5,5,5,555,Champions
CUST-3905,Laras Suryadi,Jakarta,TikTok Ads,2025-08-18,136,5,1102000,2,4,3,243,Loyal
CUST-3906,Vina Marliana,Jakarta,TikTok Ads,2025-11-27,35,13,3582950,4,5,5,455,Champions
CUST-3907,Ulfa Hartono,Depok,TikTok Ads,2025-10-03,90,14,6600000,3,5,5,355,Loyal
CUST-3908,Eka Cahyani,Semarang,Google Search,2025-12-29,3,15,3699000,5,5,5,555,Champions
CUST-3909,Vina Darmawan,Balikpapan,Instagram Ads,2025-08-27,127,2,249000,2,2,1,221,Lost
CUST-3910,Rangga Lestari,Bekasi,Instagram Ads,2024-02-29,672,2,792000,1,2,2,122,Lost
CUST-3911,Anwar Firmansyah,Makassar,TikTok Ads,2025-12-06,26,7,3116000,4,4,5,445,Champions
CUST-3912,Kevin Sukmawati,Malang,Instagram Ads,2025-12-09,23,4,2330150,4,3,4,434,Potential Loyalist
CUST-3913,Dinda Kusuma,Depok,Instagram Ads,2025-12-27,5,5,970700,5,4,3,543,Champions
CUST-3914,Vina Purnama,Jakarta,TikTok Ads,2025-11-26,36,7,1888200,4,4,4,444,Champions
CUST-3915,Sari Darmawan,Makassar,TikTok Ads,2025-10-04,89,2,1240000,3,2,3,323,Needs Attention
CUST-3916,Rizky Maulana,Bekasi,Google Search,2025-05-12,234,1,110000,1,1,1,111,Lost
CUST-3917,Dewi Santoso,Medan,Organic Social,2025-12-05,27,8,1005300,4,4,3,443,Champions
CUST-3918,Jasmine Permana,Malang,Google Search,2025-04-02,274,1,30000,1,1,1,111,Lost
CUST-3919,Zaki Yulianti,jakarta,Organic Social,2025-10-16,77,8,2531650,3,4,4,344,Loyal
CUST-3920,Sari Maulana,Surabaya,Organic Social,2025-08-24,130,4,811000,2,3,3,233,At-Risk
CUST-3921,Hilda Maulana,Bandung,TikTok Ads,2025-11-27,35,2,591200,4,2,2,422,Potential Loyalist
CUST-3922,Dewi Firmansyah,Bandung,TikTok Ads,2025-11-09,53,2,585000,3,2,2,322,Needs Attention
CUST-3923,Ulfa Halim,Jakarta,Referral,2025-05-28,218,1,330000,2,1,1,211,Lost
CUST-3924,Taufik Halim,Depok,Organic Social,2025-02-04,331,4,917000,1,3,3,133,At-Risk
CUST-3925,Yuni Lestari,Unknown,Referral,2025-11-21,41,20,4123600,4,5,5,455,Champions
CUST-3926,Endah Lestari,Bogor,Organic Social,2025-05-26,220,8,2793900,2,4,5,245,Loyal
CUST-3927,Rangga Saputra,Semarang,Marketplace,2025-04-09,267,2,548000,1,2,2,122,Lost
